Name,Price,Depreciation,Reg_Date,Total_Days_COE,M_Date,Mileage ,Transmission,Engine_Cap,Road_Tax,Power,CurbWeight,features,accessories,description,coe,omv,arf,deregValue,noOfOwners,typeOfVeh,category,availability
BMW 3 Series 318i,99800,11940,24-Mar-16,2655,2015,"52,279 km ",Auto,1499,684,100.0 kW (134 bhp) View specs of the BMW 3 Series Sedan (2012-2018),1425,"BMW 1.5L Twin Power Turbo Engine, 134Bhp, 8 Speed. Auto Start/Stop, I Drive With Bluetooth, Etc.","16"" Sports Rims, Muti-Function Steering, Keyless Entry, Push Start System, Electric Seat With Memory, Etc.",$2000 Republic Auto Warranty Workshop Credit. Almost New Condition And Well Taken Care By 1 Owner. Interest Rates At 2.28%. Please Call/WhatsApp KT For Viewing Appointment.,47604,27737,25832,54027,1,Luxury Sedan,PARF Car,TRUE
Kia Picanto 1.1A,12500,7430,26-Jan-10,407,2009,"112,000 km ",Auto,1086,442,47.1 kW (63 bhp) View specs of the Kia Picanto (2005-2010),872,"1.1L Inline 4 Cylinder Engine, Automatic Transmission, Knockdown Rear Seats, Power Steering, Power Windows.","MP3 Player, Fog Lamps, Reverse Sensors.","Interest Rate From 1.98%. Car In Very Good Condition! See To Believe! Cheapest And Lowest Depreciation! Good For Short Term Usage, Don't Miss! Grab And Go!",20501,8396,8396,6909,1,Hatchback,PARF Car,TRUE
Honda Odyssey 2.4A Sunroof,52800,11870,31-Oct-11,1047,2010,"85,000 km ",Auto,2354,1628,132.0 kW (177 bhp) View specs of the Honda Odyssey (2008-2014),1680,"Honda 2.4L DOHC 16V I-VTEC Engine, 5 Speed Auto, ABS, SRS Airbag, Sunroof, Traction Control, Cruise Control, Auto HID Lights, Retractable Mirrors.","Sports Rims, Factory Fitted Leather Seats, DVD Player With Reverse Camera.","10% Down Payment Available. Spacious Ideal Family MPV, High Spec Model, Low Deprecation, High Loan Available, High OMV, 100% Accident Free, Superb Well Maintained.",70117,37165,37165,42508,2,MPV,PARF Car,TRUE
Mercedes-Benz CLA-Class CLA180,102800,13170,2-Oct-15,2478,2015,"60,000 km ",Auto,1595,740,90.0 kW (120 bhp) View specs of the Mercedes-Benz CLA-Class (2013),1430,"Powerful And Fuel Efficient 1.6L 4 Cylinders Inline Turbo Charged Engine With 7G-DCT Auto Transmission. Airbags, ESP, Parktronic.","Electric Memory Seats, Keyless Start/Stop Button, Reverse Camera, Auto Headlamps, Paddle Shift, Bluetooth Telephony, Parktronic, Attention Assist.",10% Down Payment Available. 1 Owner. Fully Agent Service And Maintain. Accident Free! Pristine Condition. Flexible High Loan Financing Package.,56209,28107,26350,58015,1,Luxury Sedan,PARF Car,TRUE
Toyota Camry 2.5A,96800,10670,21-Jun-16,2742,2016,"18,000 km ",Auto,2494,1792,133.0 kW (178 bhp) View specs of the Toyota Camry (2012-2015),1475,"Powerful 2.5L DOHC 16V Dual VVT-i Engine, Smooth 6 Speed Auto, ECO Mode, Smart Entry, Push Start/Stop, 6 SRS Airbags, Traction And Cruise Control.","Factory Touchscreen Audio With Bluetooth Pairing, Folding Side Mirrors, Rear Roller Blind, Reverse Camera/Sensors And Fully Ventilated Front Seats.",10% Down Payment Available. 1 Owner With Lowest Mileage Guaranteed! Fully Borneo Motors Serviced With Warranty Till Jun 2021. Highly Reliable Premium Japanese Luxury Sedan That Will Receive Multiple Nods Of Approval And Acknowledgement. Bank/In House Loan And Competitive Insurance Available. Speak To Our Sales Team Today.,55100,29296,33015,66215,1,Luxury Sedan,"PARF Car, Low Mileage Car",TRUE
BMW 7 Series 730Li Sunroof,148800,37800,25-Nov-11,1071,2011,"69,000 km ",Auto,2996,2382,190.0 kW (254 bhp) View specs of the BMW 7 Series (2009-2012),1855,"6 Cylinders Inline, 6 Speed (A) Transmission, Traction Control, Keyless Engine Start, Smart Key, E-Tailgate, Rain Sensing Wipers, Auto Headlights.","Sunroof, Automatic Boot Release, BMW I-Drive With Navigation, Bluetooth, Reverse Camera, Automatic Rear Sun Blinds, Suction Doors, Comfort Access,",1 Owner Vehicle Well Maintained By Previous Owner. Comfortable & Spacious Sedan Unit With Soft Door Close! Luxury Beige Color Interior Design With Original Blue Paint Work. Bank Interest Rate At 2.28% Only! Flexible In-House Loan Scheme Available Too Call Us Now For More Enquiries!,73600,74504,74504,66419,1,Luxury Sedan,"PARF Car, Premium Ad Car, Low Mileage Car",TRUE
Honda Jazz 1.5A RS,58888,8030,21-Aug-15,2437,2015,"37,000 km ",Auto,1498,684,96.0 kW (128 bhp) View specs of the Honda Jazz (2014-2017),1046,"Responsive & Fuel Efficient 1.5L DOHC I-VTEC Engine, Smooth Earth Dreams CVT Auto Transmission, Keyless Entry/Start, Cruise Control, Paddle Shifter.","Sports Rims, Original Touch Screen With Reverse Camera, Electrical Retractable Side Mirrors With Indicators, Black Sport Leather Seats, Solar Film.",Almost Perfect Condition. Rarely Driven. PArked In Sheltered Carpark. Agent Maintained. $6K Down Payment! Viewing By Appointment Only. Call Now!,56209,15374,10374,45387,1,Hatchback,PARF Car,TRUE
Bentley Continental Flying Spur 6.0A,188000,62350,3-May-10,504,2009,"28,000 km ",Auto,5998,7074,412.0 kW (552 bhp) View specs of the Bentley Continental Flying Spur (2005-2013),2525,"6.0 Twin Turbo Engine 602bhp. 0-100km/h: 4.8s, Top Speed: 322km/h, Keyless System, Cruise Control With Forward Alert, Auto Braking System.","Internal Mulliner Option, Electric Sunroof, Reverse Camera, Drilled Alloy Sports Pedals, Diamond Quilted Seats With Memory Function, Breitling Clock.",Rare Speed Model. Speed Sports Rim. Bentley Embroidery Head Nest. 50 More HP Than The Standard Model. Excellent Condition. Low Mileage. Easy In House Financing Available. Contact Our Friendly Consultants For More Info. Price Inclusive Of GST.,27590,203140,203140,115552,3,Luxury Sedan,"PARF Car, Low Mileage Car",TRUE
BMW 3 Series 335i Convertible,55500,14780,17-Sep-10,638,2010,"132,000 km ",Auto,2979,2362,225.0 kW (301 bhp) View specs of the BMW 335i,1750,"BMW N54 3.0 Twin Turbocharged Engine, 7 Speed DCT Transmission, Rear Wheel Drive, Fully Automatic Convertible Top, Dual Climate Control, BMW I-Drive.",M-Sport Performance Package. Akrapovic Exhaust. Breyton Rims.,Well-maintained Vehicle. Contact Us To View!,43565,58918,58918,40080,5,Sports Car,PARF Car,TRUE
Volkswagen Golf 1.4A TSI,88000,9710,16-Jun-17,3102,2016,"24,000 km ",Auto,1395,624,92.0 kW (123 bhp) View specs of the Volkswagen Golf (2012),1249,Powerful 1.4L TSI Engine. Bluemotion Technology. Cruise Control. 7 Speed DSG Auto. Multi Function Steering Controls. ABS. SRS Airbags,"Sports Rims, Solar Films, Factory Fitted Audio System, Electrical Retractable Side Mirrors With Indicators, All Round Sensor. Upholstery Leather Seats","Well Maintained And Taken Care By Owner. As Good As New, Classy Brown Interiors, 3 Years Warranty With 2 Free Servicing. Buy With A Piece Of Mind. Call Now To View, Viewing By Appointment Only.",45201,20488,10684,46477,1,Hatchback,PARF Car,TRUE
Land Rover Range Rover Evoque Dynamic 5DR,95000,19990,27-Feb-12,1168,2011,"34,000 km ",Auto,1999,1212,177.0 kW (237 bhp) View specs of the Land Rover Range Rover Evoque (2011),1720,2 Litre Turbocharged Engine Producing 237Bhp. 6 Speed Automatic Gearbox With Paddle Shifts. 4 Wheel Drive. Hill Descent Control. Terrain Response.,"Bluetooth, Navigation, Meridien Sound System, 2 Tone Dark Grey And Cream Perforated Leather Interior. 20"" Sports Rims.","High Spec Dynamic Model With Bodykit, 2 Tone Colour, Bigger Sports Rims. Sporty And Futuristic Looking SUV. Low Mileage, Well Maintained Unit. Call Now To Enquire!",78000,61712,61712,65137,1,SUV,"PARF Car, Low Mileage Car",TRUE
Kia Sorento 2.4A GDi,96800,11690,29-Oct-15,2505,2015,"35,000 km ",Auto,2359,1634,138.0 kW (185 bhp) View specs of the Kia Sorento (2015-2016),1785,"Kia Drive Mode Technology, Smart Tailgate, Integrated Memory Seats, Electronic Park Brake, Heated And Ventilated Seats.","Bluetooth, 6 Airbags, Keyless Entry With Start/Stop, HID Headlamps, Reverse Camera, Sunshade Blind And Cruise Control.","The Kia Sorento Now Equipped With 185-hp 2.4L Gasoline Direct Injection (GDI) Engine, Coupled With Kia's Advanced AWD System. Spacious Interior Complemented By A Variety Of Seating Configurations To Accommodate Up To 7 Passenger. With A More Commanding Presence And Advanced Smart Features, The Kia Sorento Stands Out Among Today's SUV. Fully Maintained In Agent By Previous Owner With Valid Warranty",57885,29068,32696,64344,2,SUV,PARF Car,TRUE
Citroen C4 Picasso Diesel 1.6A BlueHDi,72900,9010,8-Jul-16,2759,2015,"35,000 km ",Auto,1560,1244,88.0 kW (118 bhp) View specs of the Citroen C4 Picasso Diesel (2014-2017),1320,"Powerful And Responsive 1.6L 4 Cylinder Turbocharged Engine Mated With 6 Speed Automatic Transmission Delivering 118Bhp, 6 Airbag, Keyless/Push Start.","LED DRL With Halogen Headlamp, 7"" Touchpad With 12"" Panoramic HD Screen With Navigation/Bluetooth/Reverse Camera, Smart Key.","1 Ownership, 100% Accident Free, Low Depreciation Per Day Only $25, Cheaper Than Rent A Car. C&C Warranty Still Valid Till April 2021. Service History At C&C. High Loan Available Up To 90%, Trade In Welcome, Consignment Unit, Please Call To Make Appointment For Viewing.",52301,23165,9431,46664,1,MPV,"PARF Car, Consignment Car",TRUE
Mercedes-Benz C-Class C180K (COE till 10/2028),69800,7090,17-Oct-08,3588,2008,"99,900 km ",Auto,1796,974,115.0 kW (154 bhp) View specs of the Mercedes-Benz C-Class Saloon (2002-2006),1485,1.8L Inline 4 Kompressor Engine. 5 Speed Auto Transmission. Multi-Function Steering Control. Cruise Control. Auto Headlights. Rain Sensors. Parktronic,"Factory Fitted Audio Systems Bluetooth Interface. Memory Seats, Fog Lamps, Parking Assist, Leather Seats, Auto Climate Aircon.",1 Owner With Low Mileage. New Paintwork. Clean And Neat Interior. Worn Parts Replaced At Workshop With Receipts To Show. Comes With 6 Months Warranty By Reputable Workshop. Guarantee Superb! Perfect Candidate For COE Renewal.,32279,37048,37048,31793,1,Luxury Sedan,"COE Car, Premium Ad Car, Low Mileage Car",TRUE
Toyota Vellfire 2.5A Z G-Edition,147800,17350,1-Feb-16,2603,2015,"22,000 km ",Auto,2493,1792,134.0 kW (179 bhp) View specs of the Toyota Alphard (2014),2030,"Powerful And Responsive 2.5A, Powered By Inline 4 Cylinder DOHC, Producing 182Bhp, Super CVT-i Transmission, Max Torque 235Nm.","Executive Power Seat, Smart Entry And Push Start System, LED Cornering Lamps, Power Tailgate, Twin Moonroof, Dual Power Doors.","1 Owner Only With Super Low Mileage Done! Elegant White With Black Fabric Interior. Luxury Options Travel In First Class On The Road. Well Maintained Condition. Flexible Loan Scheme Available. No Gimmicks, Consignment Unit. Call Our Friendly Sales Consultants To Arrange Viewing For This Elegance Car. No Obligation!",50089,39881,47834,71638,1,MPV,"PARF Car, Consignment Car, Low Mileage Car",TRUE
Mercedes-Benz E-Class E250 Avantgarde,198800,19050,29-May-17,3085,2016,"25,500 km ",Auto,1991,1202,155.0 kW (207 bhp) View specs of the Mercedes-Benz E-Class Saloon (2016),1615,Driven By A 2L In Line 4 Turbocharged Engine Producing 207bhp. 9 G-tronic Automatic Transmission.,"Burmester Sound System, Paddler Shift, Touch Pad, Widescreen Cockpit, Diamond Grille, Bluetooth Interface And Much More.","C&C Unit With High Options. 10% Down Payment With Affordable Monthly Installment. Well Taken Care By Previous Owner. Almost Brand New Condition, View To Believe.",54405,57401,75322,102520,1,Luxury Sedan,"PARF Car, Premium Ad Car",TRUE
Lexus NX Turbo NX200t Luxury,143000,14730,9-Sep-16,2821,2016,"52,000 km ",Auto,1998,1210,175.0 kW (234 bhp) View specs of the Lexus NX 300 (2015),1755,"2.0L 4 Cylinder Inline 16 Valve DOHC TwinScroll Turbocharged Engine, 234Bhp, 6 Speed Auto, 8 x Airbags, Multi Function Steering With Paddle Shifters.","360 Surround Camera,Parkassist, Power Tailgate Navigation, A/C Seats, Paddle Shifter,Navi, Automated Knockdown Rear Seat, Driver Memory Seat, Moonroof","Interest Rate From 1.98%. 1 Owner, 5 Years Warranty With Unlimited Mileage And 3 Years Free Servicing By Borneo Motors, Brand New Condition, Great Saving From New. Flexible Loan At Low Interest Rate Available, Trade-In Welcome. View Now!",57002,47057,57880,87544,1,SUV,PARF Car,TRUE
BMW 3 Series 316i M-Sport,74900,12650,30-Aug-13,1716,2013,"69,000 km ",Auto,1598,742,100.0 kW (134 bhp),1405,"BMW 1.6L Twin Power Turbo Engine, 134Bhp, Auto Start/Stop, I-Drive With Bluetooth. Piano Black Inlay. Eco Pro, Normal, Sports Mode. Sport Edition.","Sports Rims, Multi Function Sport Steering Wheel, Comfort Access, Sports Seats With Electrical Control And Driver's Memory, Xenon Light, Armrest.","Agent Unit, Agent Serviced, Immaculate Condition, Current Owner Bought From PPSL. Very Seldom Used And Parked In Shelter Always. 2nd Car For Family, Super Good Fuel Consumption And The Perfect Car For SG Usage. Evaluation Welcome! 80% Loan Available, In House Finance Available Too, Trade In Welcome, Optional Warranty Up To 3 Years Can Be Arranged, Consignment Unit, Call/SMS Now For A Viewing Appt!",76223,34684,30558,57309,2,Luxury Sedan,"PARF Car, Consignment Car",TRUE
Triumph Spitfire (COE till 07/2028),52900,5500,24-Jul-18,3505,1977,"98,000 km",Auto,1493,280,53.0 kW (71 bhp),792,Many Mechanical Parts Replaced. Body Is Absolutely Rust-free. Chrome Bumpers In Mint Condition. New Leather Seats. Original Black Convertible Top.,Car Is In Original Stock Condition. A Design Produced For Standard-Triumph In 1957 By Italian Designer Giovanni Michelotti. New Leather.,"One Of The Best Looking British Classic. Easy To Drive And Maintained. 4 Speed Manual With Overdrive Transmission, Working Your Way Through Every Gear Is Simply Satisfying. This Car Never Fails To Excite As The Engine Is So Eager To Be Revved. Superb Condition, No Repairs Needed, All Wear And Tear Done At UK. A Head Turner, The Drive Is As Smooth As Butter, Dun Miss This Rare Italian Master Piece.",3717,4651,4651,3574,1,Sports Car,"COE Car, Rare & Exotic, Almost New Car, Consignment Car",TRUE
Subaru Forester 2.0i-L,80500,8950,26-Jan-17,2962,2016,"23,000 km ",Auto,1995,1208,110.0 kW (147 bhp) View specs of the Subaru Forester (2013),1566,"Responsive 2.0L FB20 Boxer Engine, Linear CVT Transmission With Paddle Shifter, SI-Drive, AWD With X-Mode Intelligence System, Cruise Control, Airbags","Panoramic Sunroof, Reverse Camera/Sensors, Auto Headlight And Wiper, Multi-Function Steering, Factory Fitted Touch Screen Audio System With Bluetooth.","Very Well Maintained Agent Unit, 5 Years Warranty. Interior And Exterior Extremely Good Condition. A Stylish, Low And Simple Maintenance SUV. As Good As New. 100% Accident-Free. Low Mileage Done, Fully Service By Subaru, New Battery, In Car Camera, Always Parked Under Shelter. With The Tall Driving Height, Driving Is Such A Breeze. Loan And Trade In Avail. (View By Appointment.)",46229,15643,15643,49285,1,SUV,"PARF Car, Consignment Car",TRUE
Volkswagen Scirocco 1.4A TSI,29900,8190,1-Feb-11,778,2010,"96,220 km ",Auto,1390,620,118.0 kW (158 bhp) View specs of the Volkswagen Scirocco (2009-2017),1285,"1.4L TSI Engine, 158 BHP, 7 Speed DSG With Paddle Shifters, ABS, Airbags, Traction Control, Auto Headlights/Rain Sensors.","18"" Sports Rims, Leather Seats, Touch Screen Audio With Steering Controls/GPS, Reverse Sensors And Camera, Retractable Side Mirrors, ISOFIX, Fog Light","Premium White Scirocco 1.4A! Low Mileage. Excellent Condition, Must See To Certify. 100% Accident Free. Great Handling And Stability, Best Driving Pleasure. Don't Miss! Call Now For Arrangement. Call Now!",38889,24811,24811,23197,3,Sports Car,PARF Car,TRUE
Audi A8L 3.0A TFSI Quattro,73500,14040,30-Mar-11,836,2010,"141,000 km ",Auto,2995,2380,213.0 kW (285 bhp) View specs of the Audi A8 (2010-2014),1880,"All Wheel Drive, 3 Litre Turbo Charged, Double Overhead Cam-shaft, 8 Speed Gear Box Delivering 286 Horse Power.","Full Hi-spec Model. Suction Doors, Auto Boot, Sunroof, Paddle Shift,Electric Front And Rear Seats, Multi Mode Adaptive Air Suspension And So Much More",Sleek Black A8L For Sale! Well Maintained By Both The Previous And Current Owner With Good Service History At Audi Premium Auto And Meticulously Cared For At Audi Specialist. Brand New Front And Rear Brake Discs. Gearbox And Engine Just Serviced With Front Suspension Replaced In Recent Months. Easy 80% Loan Available With Attractive Interest Rates. Trade-In Welcome. Contact Us Today!,57002,82610,82610,62637,4,Luxury Sedan,"PARF Car, Premium Ad Car",TRUE
Hyundai Tucson 2.0A GLS Sunroof,96800,9610,7-Feb-18,3339,2018,"9,800 km",Auto,1999,1212,114.0 kW (152 bhp) View specs of the Hyundai Tucson (2015-2018),1540,Still Under Agent Warranty.,Full Agent Original.,"Owner Leaving! Selling Cheap At $96800. He Brought At $120,000. His Loss Is Your Gain.",42661,17689,17689,52328,1,SUV,"PARF Car, Almost New Car",TRUE
Volkswagen Passat 1.8A TSI,94800,10130,21-Nov-16,2892,2015,"40,000 km ",Auto,1798,976,132.0 kW (177 bhp) View specs of the Volkswagen Passat (2005-2011),1480,"Turbocharge TSI Engine Producing 177BHP And 250Nm Torque, 7 Speed DSG Gearbox, 0-100km/h In 7.9 Sec, Cruise Control.","18"" Sports Rims, Keyless System, Xenon Headlights, LED Daytime Running Lights, Factory Integrated Audio, Bluetooth, Multi Function Steering.","Super Well Priced, Still Negotiable, 1 Owner Agent Unit, Worry Free Buy Cos Of Agent Warranty, Why Pay So Much For Brand New When You Can Get It Here. Perfect Use For Sales, Family Or Any Lifestyle. Very Well Maintained B8 Model, Loan Up To 80% Available Banks And Inhouse With Attractive Interest, Trade In Available, Car Is In Showroom, Come Down Now To View!",55501,29814,28740,65636,1,Luxury Sedan,"PARF Car, Consignment Car",TRUE
Porsche Boxster 2.7A PDK,170000,28780,31-Jul-13,1687,2013,"36,500 km ",Auto,2706,2042,195.0 kW (261 bhp) View specs of the Porsche Boxster (2005-2012),1340,"Mid 2.7L Flat 6 Cylinders Mated To 7 Speed PDK Gearbox Producing 265Bhp. Maximum 280Nm Torque, 0-100km/h At 5.7 Sec And Top Speed 262km/h.","Paddle Shifters, Reverse Camera, Bluetooth Interface, Remote Boot Release Fully Automatic Folding Soft Top Roof. Under Shelter Parking.","Fully Maintained By Weissach Motors Til Now! Condition Interior/Exterior As Good As Brand New. 1 Of The Best In Town, View To Believe. Original White On Red Seats! Now Is On Thunder Silver Wrap! Zero Accident! View By Appt!",95501,73507,73507,95673,2,Sports Car,"PARF Car, Consignment Car, Low Mileage Car",TRUE
Honda Stepwagon 1.5A Spada,122800,11210,8-Jun-18,3460,2018,"4,000 km",Auto,1496,682,110.0 kW (147 bhp) View specs of the Honda Stepwagon (2018),1680,"Powerful 1.5L 4 Cylinder DOHC I-Vtec Turbo Engine, 147 Bhp, Cruise Control, Smart Key, Honda Sensing, Lane Assist.","Leather Seats, Sports Rims, Audio System, Dual Power Sliding Doors. Solar Film, Reverse Sensor And Camera, HD Recorder Front Back.","1 Owner. Modern Grey Color. Made In Japan. Literally Like New. Honda Sensing Includes Frontal Collision Avoidance, Lane Departure. High End DVD Player. Zero Dent/Scratch. 100% Accident Free. 100% Sheltered Park. Highest Trade In With High Loan, Balloon Loan, In House Loan. Maximum Loan Tenure Up To 90%. Test Drive Today.",39001,29135,32789,61605,1,MPV,"PARF Car, Almost New Car, Premium Ad Car, Low Mileage Car",TRUE
Lexus IS Turbo IS200t Executive,118800,13570,22-Jan-16,2593,2015,"35,000 km ",Auto,1998,1210,180.0 kW (241 bhp) View specs of the Lexus IS 300 (2016-2018),1620,"2.0L 4 Cylinder Inline Twin Scroll Turbocharged Engine, 241BHP 8 Speed, 10 SRS Airbags, Park Assist System, Paddle Shifters, Auto Start Stop Engine.","Drive Mode Select, Lexus Premium Audio System, Reverse Camera, All Round Sensor, Headlamp Cleaner, Auto Headlights, Electric Leather Seats.","Agent Unit, Under Borneo 5 Years Warranty Program. Sheltered Park. 100% Accident Free. Highest Trade In With High Loan, Balloon, In House Loan. Max Loan Up To 90%. Test Drive Today.",50089,37505,44507,69005,2,Luxury Sedan,"PARF Car, Premium Ad Car",TRUE
